window_start,window_end,response_code,request_count,avg_response_time_ms,batch_id
2026-07-30T03:39:25.000Z,2026-07-30T03:39:35.000Z,503,5,1402.4,15
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,200,178,156.4,16
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,200,86,165.8,15
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,204,9,182.4,16
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,204,6,159.7,15
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,400,4,171.5,16
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,400,2,158.5,15
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,404,1,74.0,15
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,404,2,138.0,16
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,500,2,1507.0,15
2026-07-30T03:39:30.000Z,2026-07-30T03:39:40.000Z,503,2,953.0,15
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,200,93,148.8,16
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,200,171,146.8,17
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,204,3,228.0,16
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,204,9,165.1,17
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,400,2,184.5,16
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,400,4,180.8,17
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,404,5,135.8,17
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,404,1,202.0,16
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,500,6,1688.0,17
2026-07-30T03:39:35.000Z,2026-07-30T03:39:45.000Z,503,2,1474.0,17
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,200,79,145.7,17
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,200,1,257.0,16
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,200,165,154.2,18
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,204,8,135.0,18
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,204,6,133.7,17
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,400,7,175.3,18
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,400,2,177.0,17
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,404,4,119.3,17
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,404,6,153.5,18
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,500,6,1688.0,17
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,500,9,1799.4,18
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,503,3,1956.7,18
2026-07-30T03:39:40.000Z,2026-07-30T03:39:50.000Z,503,2,1474.0,17
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,200,86,162.0,18
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,200,171,161.1,19
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,204,2,139.0,18
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,204,10,160.4,19
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,400,5,174.6,18
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,400,6,180.0,19
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,404,4,203.8,19
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,404,2,222.0,18
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,500,3,2022.3,18
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,500,5,1689.6,19
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,503,1,2922.0,18
2026-07-30T03:39:45.000Z,2026-07-30T03:39:55.000Z,503,2,2750.5,19
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,200,168,165.4,20
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,200,85,160.1,19
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,204,8,165.8,19
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,204,13,173.1,20
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,400,3,218.7,20
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,400,1,207.0,19
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,404,2,185.5,19
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,404,5,116.6,20
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,500,2,1190.5,19
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,500,8,1895.6,20
2026-07-30T03:39:50.000Z,2026-07-30T03:40:00.000Z,503,1,2579.0,19
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,200,83,170.9,20
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,200,168,171.8,21
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,204,9,155.9,21
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,204,5,184.8,20
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,400,2,224.5,20
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,400,6,200.0,21
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,404,3,70.7,20
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,500,6,2130.7,20
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,500,9,2316.3,21
2026-07-30T03:39:55.000Z,2026-07-30T03:40:05.000Z,503,2,2020.5,21
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,200,85,172.6,21
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,200,168,164.3,22
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,204,11,107.0,22
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,204,4,119.8,21
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,400,6,162.3,22
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,400,4,187.8,21
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,404,3,96.3,22
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,500,7,2301.3,22
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,500,3,2687.7,21
2026-07-30T03:40:00.000Z,2026-07-30T03:40:10.000Z,503,2,2020.5,21
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,200,83,155.8,22
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,200,171,165.1,23
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,204,7,99.7,22
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,204,10,135.7,23
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,400,2,111.5,22
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,404,9,167.8,23
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,404,3,96.3,22
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,500,4,2011.5,22
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,500,5,2190.4,23
2026-07-30T03:40:05.000Z,2026-07-30T03:40:15.000Z,503,1,913.0,23
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,200,171,160.2,24
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,200,88,173.8,23
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,204,8,184.3,24
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,204,3,219.7,23
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,400,4,155.0,24
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,404,11,199.0,24
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,404,6,203.5,23
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,500,1,2906.0,23
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,500,3,2520.0,24
2026-07-30T03:40:10.000Z,2026-07-30T03:40:20.000Z,503,1,913.0,23
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,200,171,150.0,25
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,200,83,145.8,24
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,204,5,163.0,24
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,204,9,140.6,25
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,400,4,155.0,24
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,400,5,170.0,25
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,404,5,193.6,24
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,404,10,177.4,25
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,500,2,2327.0,24
2026-07-30T03:40:15.000Z,2026-07-30T03:40:25.000Z,500,3,2387.0,25
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,200,171,159.8,26
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,200,88,153.9,25
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,204,4,112.5,25
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,204,9,106.2,26
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,400,3,217.7,26
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,400,1,230.0,25
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,404,5,161.2,25
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,404,8,137.0,26
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,500,6,2119.7,26
2026-07-30T03:40:20.000Z,2026-07-30T03:40:30.000Z,500,1,2507.0,25
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,200,84,166.4,26
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,200,167,161.1,27
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,204,9,127.6,27
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,204,5,101.2,26
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,400,6,139.0,27
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,400,2,211.5,26
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,404,6,150.3,27
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,404,3,96.7,26
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,500,5,2042.2,26
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,500,6,2096.8,27
2026-07-30T03:40:25.000Z,2026-07-30T03:40:35.000Z,503,3,1627.7,27
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,200,1,201.0,26
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,200,168,161.9,28
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,200,84,156.3,27
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,204,4,160.5,27
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,204,8,213.9,28
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,400,4,102.8,27
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,400,6,125.8,28
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,404,3,204.0,27
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,404,10,182.1,28
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,500,1,2370.0,27
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,500,2,1699.0,28
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,503,3,1627.7,27
2026-07-30T03:40:30.000Z,2026-07-30T03:40:40.000Z,503,4,1764.3,28
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,200,84,167.6,28
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,200,169,161.3,29
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,204,10,178.7,29
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,204,4,267.3,28
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,400,2,172.0,28
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,400,4,117.8,29
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,404,10,161.8,29
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,404,7,172.7,28
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,500,3,1794.0,29
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,500,1,1028.0,28
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,503,1,2174.0,28
2026-07-30T03:40:35.000Z,2026-07-30T03:40:45.000Z,503,2,2500.0,29
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,200,85,155.0,29
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,200,163,160.0,30
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,204,6,119.7,29
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,204,12,134.9,30
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,400,2,63.5,29
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,400,5,104.8,30
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,404,7,166.7,30
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,404,3,136.3,29
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,500,2,2177.0,29
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,500,8,1895.6,30
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,503,3,2817.0,30
2026-07-30T03:40:40.000Z,2026-07-30T03:40:50.000Z,503,1,2826.0,29
2026-07-30T03:40:45.000Z,2026-07-30T03:40:55.000Z,200,157,153.3,31
2026-07-30T03:40:45.000Z,2026-07-30T03:40:55.000Z,200,78,165.4,30
2026-07-30T03:40:45.000Z,2026-07-30T03:40:55.000Z,204,11,177.0,31
2026-07-30T03:40:45.000Z,2026-07-30T03:40:55.000Z,204,6,150.2,30
2026-07-30T03:40:45.000Z,2026-07-30T03:40:55.000Z,400,10,154.4,31
